date/time,type,order id,description,total
6/8/0202,"Refund
",504-6623032-0472466,Product A,-375.74
6/8/0202,"Refund
",804-3086545-0015234,Product A,-663.43
6/8/0202,"Refund
",704-2999307-6072468,Product A,-545.44
6/8/0202,"Refund
",404-9463773-9451148,Product A,-316.43
6/8/0202,"Refund
",504-2896861-2457649,Product A,-510.69
6/8/0202,"Refund
",804-8829100-5697552,Product A,-634.09
6/8/0202,Fulfilment Fee Refund,704-0948522-2136976,Fulfillment Fee Refund,119.18
6/8/0202,"Refund
",604-1697819-4359921,Product A,"-4,066.35"
6/8/0202,"Refund
",604-1697819-4359921,Product A,"-2,030.31"
6/8/0202,"Refund
",804-8061047-7211694,Product A,-723.67
6/8/0202,"Adjustment
",304-7603818-9030460,FBA Inventory Reimbursement - Customer Return,61.3
6/8/0202,"Refund
",604-3446413-1499644,Product A,-707.3
6/8/0202,"Refund
",704-0948522-2136976,Product A,-582.26
6/8/0202,"Order
",171-7134699-6370376,Product A,222.64
6/8/0202,"Order
",171-7134699-6370376,Product A,286.23
6/8/0202,"Order
",304-5100714-8193960,Product A,317.9
6/8/0202,"Refund
",304-0793813-1259190,Product A,-354.54
6/8/0202,"Refund
",804-1504264-0091867,Product A,-716.01
6/8/0202,"Order
",204-0096397-0217174,Product A,196.7
6/8/0202,"Order
",404-7076685-4255364,Product A,239.03
6/8/0202,"Order
",304-8325447-6695688,Product A,224.42
6/8/0202,"Refund
",404-9211694-5438007,Product A,-403.12
6/8/0202,"Refund
",704-8031747-9395628,Product A,-729.57
6/8/0202,"Order
",304-7308537-1638013,Product A,259.05
6/8/0202,"Order
",604-1138016-0015222,Product A,259.05
6/8/0202,"Order
",204-7594367-9055702,Product A,"1,082.69"
6/8/0202,"Order
",404-1399658-0332516,Product A,319.41
6/8/0202,"Order
",404-1399658-0332516,Product A,341.6
6/8/0202,"Order
",604-4031470-7651516,Product A,500.78
6/8/0202,"Order
",604-4031470-7651516,Product A,663.94
6/8/0202,"Order
",504-4431568-5330017,Product A,204.2
6/8/0202,"Order
",404-0516893-0615082,Product A,306.85
6/8/0202,"Order
",604-3268423-3255382,Product A,480.71
6/8/0202,"Refund
",404-3726331-3557066,Product A,-716.83
6/8/0202,"Order
",704-6952721-1659975,Product A,"1,409.63"
6/8/0202,"Refund
",171-2555181-9372097,Product A,-564.44
6/8/0202,"Refund
",704-1729630-1611642,Product A,-352.81
6/8/0202,"Order
",204-6863750-8236744,Product A,366.59
6/8/0202,"Order
",204-5407742-1053439,Product A,480.7
6/8/0202,"Order
",804-3164205-2195022,Product A,763.33
6/8/0202,Fulfilment Fee Refund,404-8768792-4053224,Fulfillment Fee Refund,236
6/8/0202,"Refund
",171-7935631-6557074,Product A,"-1,244.34"
6/8/0202,"Order
",704-0358500-3651329,Product A,317.9
6/8/2024,"Order
",171-5401064-3370357,Product A,239.03
6/8/2024,"Order
",404-8975042-5257618,Product A,"1,007.68"
6/8/2024,"Order
",504-4911361-1638268,Product A,366.59
6/8/2024,"Order
",504-4013683-1299828,Product A,266.56
6/8/2024,"Order
",604-9175145-6317304,Product A,584.23
6/8/2024,"Order
",204-0683694-3391848,Product A,586.43
6/8/2024,"Order
",204-7145804-9691415,Product A,414.15
6/8/2024,"Refund
",404-7489197-4691898,Product A,-645.75
6/8/2024,"Refund
",404-5799500-8130482,Product A,"-1,484.36"
6/8/2024,"Refund
",404-4702734-5178739,Product A,-551.57
6/8/2024,"Order
",404-4776263-8072495,Product A,356.19
6/8/2024,"Order
",304-4086703-3455168,Product A,577.59
6/8/2024,"Refund
",404-8768792-4053224,Product A,"-1,241.74"
6/8/2024,"Order
",204-7355570-8497731,Product A,239.7
6/8/2024,"Order
",804-9132535-4332758,Product A,-126.26
6/8/2024,"Order
",604-8761865-2653039,Product A,239.7
6/8/2024,"Service Fee
",,Cost of Advertising,"-2,789.32"
6/8/2024,"Refund
",804-9746657-2291630,Product A,-716.82
6/8/2024,"Order
",171-5570853-3291215,Product A,161.55
6/8/2024,"Order
",204-2100834-0434609,Product A,472.55
6/8/2024,"Order
",704-6374208-9013129,Product A,537.09
6/8/2024,"Order
",804-6087576-5399627,Product A,434.32
6/8/2024,"Order
",604-9943673-5611405,Product A,381.01
6/8/2024,"Order
",404-1571980-0678119,Product A,972.57
6/8/2024,"Order
",404-2515082-2355370,Product A,499.12
6/8/2024,"Order
",604-2052011-6399054,Product A,909.31
6/8/2024,"Order
",704-8146279-1051595,Product A,"1,053.74"
6/8/2024,"Refund
",604-2767006-8234276,Product A,-707.42
6/8/2024,"Order
",171-0203630-5757260,Product A,612.92
6/8/2024,"Order
",171-6325766-3517788,Product A,523.91
6/8/2024,"Order
",204-4017108-2274592,Product A,474.57
6/8/2024,"Order
",404-3545034-5670568,Product A,"1,381.61"
6/8/2024,"Order
",171-2146780-2636514,Product A,341.75
6/8/2024,"Order
",171-2146780-2636514,Product A,201.56
6/8/2024,"Order
",804-7303428-0657879,Product A,-84.38
6/8/2024,"Order
",704-8943551-5434604,Product A,"1,927.51"
6/8/2024,"Order
",604-5328633-7011205,Product A,366.59
6/8/2024,"Order
",504-9150715-8434828,Product A,194.56
6/8/2024,"Order
",604-0404050-7536520,Product A,259.05
6/8/2024,"Order
",204-5877223-2157024,Product A,288.64
6/8/2024,"Order
",804-0096419-4032125,Product A,568.75
6/8/2024,"Order
",604-5082072-0670788,Product A,577.59
6/8/2024,"Order
",204-4887965-6155747,Product A,220.12
6/8/2024,"Order
",171-6494442-5215086,Product A,836.27
6/8/2024,"Order
",304-1840617-9219066,Product A,474.57
6/8/2024,"Order
",304-7011032-4676873,Product A,185.12
6/8/2024,"Order
",704-3835736-0474914,Product A,736.5
6/8/2024,"Refund
",304-5640064-8393507,Product A,"-1,058.48"
6/8/2024,"Order
",504-5955030-8238042,Product A,410.35
6/8/2024,"Order
",804-0005404-7193158,Product A,204.2
6/8/2024,"Order
",604-1525663-3053401,Product A,381.01
6/8/2024,"Order
",204-2139381-9599661,Product A,266.57
6/8/2024,"Order
",304-7609537-6411879,Product A,313.28
6/8/2024,"Order
",604-7953220-8519861,Product A,338.77
6/8/2024,"Order
",204-4665970-9374386,Product A,657.82
6/8/2024,"Order
",604-3470310-9238801,Product A,"1,574.22"
6/8/2024,"Order
",204-3536396-4095811,Product A,569.36
6/8/2024,"Order
",171-5699995-0534053,Product A,976.26
6/8/2024,"Order
",504-4387938-9132923,Product A,796.49
6/8/2024,"Order
",804-1811387-5534880,Product A,475.54
6/8/2024,"Order
",204-5088998-0478760,Product A,"1,084.20"
6/8/2024,"Order
",171-9223369-1274963,Product A,"3,103.05"
6/8/2024,"Order
",804-2397374-7574937,Product A,975.31
6/8/2024,"Order
",804-6170863-4113518,Product A,"1,017.19"
6/8/2024,"Order
",504-2729594-2313126,Product A,239.71
6/8/2024,"Order
",804-8368937-0215854,Product A,252.51
6/8/2024,"Order
",804-7983705-0295295,Product A,707.32
6/8/2024,"Order
",604-9851825-7638897,Product A,"1,225.67"
6/8/2024,"Order
",704-0634568-7672295,Product A,316.16
6/8/2024,"Order
",604-6902125-4091833,Product A,"1,848.85"
6/8/2024,"Order
",171-7607482-3059510,Product A,950.26
6/8/2024,"Order
",704-8846951-4534404,Product A,341.8
6/8/2024,"Order
",171-0591338-5334845,Product A,681.36
6/8/2024,"Order
",504-3634795-8630685,Product A,"1,051.81"
6/8/2024,"Order
",804-7856208-6197966,Product A,776.21
6/8/2024,"Order
",171-2068288-4074958,Product A,316.75
6/8/2024,"Order
",604-1649904-2695074,Product A,204.2
6/8/2024,"Order
",804-4354069-9093799,Product A,194.76
6/8/2024,"Order
",304-1784280-2311601,Product A,520.21
6/8/2024,"Order
",204-9650870-6034839,Product A,977.2
6/8/2024,"Order
",804-3215221-8255796,Product A,492.5
6/8/2024,"Order
",604-8496449-1470934,Product A,950.85
6/8/2024,"Order
",704-3576645-3430869,Product A,112.23
6/8/2024,"Order
",604-3668386-2353840,Product A,233.14
6/8/2024,"Order
",804-2283743-3330230,Product A,840.08
6/8/2024,"Order
",504-4002652-1136183,Product A,317.9
6/8/2024,"Order
",171-2357180-0638222,Product A,986.21
6/8/2024,"Order
",604-1968134-0536790,Product A,340.86
6/8/2024,"Order
",404-0409055-9276822,Product A,602.59
6/8/2024,"Order
",804-4271511-1351910,Product A,681.36
6/8/2024,"Order
",504-5978833-6551934,Product A,196.7
6/8/2024,"Order
",204-9311884-0257226,Product A,297.67
6/8/2024,"Order
",504-1575585-9338640,Product A,962.8
6/8/2024,"Order
",504-8268466-6338676,Product A,"1,093.12"
6/8/2024,"Order
",504-7391362-6691476,Product A,488.05
6/8/2024,"Order
",804-0933772-5678936,Product A,456.65
6/8/2024,"Order
",704-2704374-4295671,Product A,219.44
6/8/2024,"Order
",804-9085019-2617374,Product A,994.09
6/8/2024,"Order
",404-8608957-7417903,Product A,845.22
6/8/2024,"Order
",504-9357403-7374133,Product A,937.35
6/8/2024,"Order
",204-5407609-5372888,Product A,420.38
6/8/2024,"Order
",204-4306375-9093577,Product A,379.72
6/8/2024,"Order
",504-7922079-5455752,Product A,"2,438.88"
6/8/2024,"Adjustment
",171-9047845-5097719,FBA Inventory Reimbursement - Customer Return,135.11
6/8/2024,"Order
",804-1416215-7157632,Product A,972.57
6/8/2024,"Order
",504-7409129-0113379,Product A,598.4
6/8/2024,"Order
",604-3835713-7097990,Product A,451.95
6/8/2024,"Order
",604-3835713-7097990,Product A,"1,448.35"
6/8/2024,"Order
",304-3989556-1451132,Product A,962.8
6/8/2024,"Order
",804-4054389-7311291,Product A,-116.24
6/8/2024,"Order
",804-6700139-5470564,Product A,"1,050.13"
6/8/2024,"Order
",304-7030929-8393174,Product A,475.54
6/8/2024,"Order
",304-3716486-8015418,Product A,192.02
6/8/2024,"Order
",604-3455121-4193542,Product A,480.72
6/8/2024,"Adjustment
",604-5011601-6297577,FBA Inventory Reimbursement - Customer Return,29.74
6/8/2024,"Order
",804-5535045-0174923,Product A,577.59
6/8/2024,"Order
",704-6765465-2436966,Product A,950.41
6/8/2024,"Order
",704-6765465-2436966,Product A,931.25
6/8/2024,"Order
",304-3045503-5195002,Product A,211.32
6/8/2024,"Order
",404-9280670-1211869,Product A,286.93
6/8/2024,"Order
",604-5795170-4638480,Product A,417.24
6/8/2024,"Order
",504-3040191-1236330,Product A,588.06
6/8/2024,"Order
",304-9412116-3517160,Product A,516.45
6/8/2024,"Order
",704-3303528-4215219,Product A,457.6
6/8/2024,"Order
",804-5400168-8430288,Product A,597.58
6/8/2024,"Order
",404-6204048-1570591,Product A,790.51
6/8/2024,"Order
",604-3999798-2374961,Product A,"1,099.10"
6/8/2024,"Order
",604-3999798-2374961,Product A,"1,318.38"
6/8/2024,"Order
",204-6816459-3153205,Product A,331.85
6/8/2024,"Order
",304-6686947-3234668,Product A,239.7
6/8/2024,"Order
",404-0878845-6617535,Product A,621.45
6/8/2024,"Order
",404-4552279-1076420,Product A,474.58
6/8/2024,"Order
",204-6040990-3399064,Product A,358.01
6/8/2024,"Order
",604-8991498-1372838,Product A,"1,630.79"
6/8/2024,"Order
",404-6822828-0411808,Product A,801.82
6/8/2024,"Order
",304-6794603-7457076,Product A,609.2
6/8/2024,"Order
",804-9410148-2678561,Product A,92.24
6/8/2024,"Order
",504-0427858-4591459,Product A,971.61
6/8/2024,"Order
",604-7845096-2419456,Product A,736.5
6/8/2024,"Order
",804-5123065-9476667,Product A,-116.24
6/8/2024,"Order
",504-7696899-6317913,Product A,"1,019.67"
6/8/2024,"Order
",704-2543237-6157899,Product A,"1,016.76"
6/8/2024,"Order
",171-6586574-5559715,Product A,"2,374.45"
6/8/2024,"Order
",204-0525372-8674791,Product A,248.16
6/8/2024,"Order
",804-8846095-4472294,Product A,166.07
6/8/2024,"Order
",171-0353342-5395641,Product A,192.02
6/8/2024,"Order
",504-5001094-8138041,Product A,79.87
6/8/2024,"Order
",804-3878268-1117373,Product A,827.55
6/8/2024,"Order
",204-0482562-5411215,Product A,260.56
6/8/2024,"Order
",204-6375756-1134069,Product A,192.02
6/8/2024,"Order
",704-8822483-6559590,Product A,194.76
6/8/2024,"Order
",704-1241960-9019891,Product A,912.27
6/8/2024,"Order
",804-0136357-3753402,Product A,-93.22
6/8/2024,"Order
",304-1691134-6272427,Product A,"1,017.19"
6/8/2024,"Order
",704-1642274-7676420,Product A,59.81
6/8/2024,"Order
",704-1724220-2359952,Product A,976.26
6/8/2024,"Order
",604-4438323-5011846,Product A,239.7
6/8/2024,"Order
",171-1346541-1091091,Product A,"2,143.08"
6/8/2024,"Order
",804-8284070-9430632,Product A,"1,377.39"
6/8/2024,"Order
",804-7376410-9493783,Product A,238.16
6/8/2024,"Order
",804-8975985-6611014,Product A,238.16
6/8/2024,"Order
",804-5181280-7315890,Product A,908.97
6/8/2024,"Order
",804-1695337-8115050,Product A,280.04
6/8/2024,"Order
",171-9699230-4617946,Product A,705.15
6/8/2024,"Order
",304-8328660-3578161,Product A,457.6
6/8/2024,"Order
",171-0018189-1438840,Product A,352.9
6/8/2024,"Order
",171-3242230-7155329,Product A,485.41
6/8/2024,"Order
",804-0849710-2170942,Product A,882.78
6/8/2024,"Order
",804-0849710-2170942,Product A,"1,056.54"
6/8/2024,"Order
",404-6648906-1151772,Product A,301.15
6/8/2024,"Order
",204-1232560-2513133,Product A,"1,915.52"
6/8/2024,"Order
",204-6522839-6691821,Product A,850.39
6/8/2024,"Order
",504-8300836-4411823,Product A,723.52
6/8/2024,"Order
",504-8300836-4411823,Product A,"1,138.43"
6/8/2024,"Order
",404-1900305-8295071,Product A,927.88
6/8/2024,"Order
",504-5070591-5519002,Product A,657.2
6/8/2024,"Refund
",304-6573871-1034497,Product A,-428.45
6/8/2024,"Order
",304-6944481-6138018,Product A,315.36
6/8/2024,"Order
",404-0239835-0513514,Product A,194.08
6/8/2024,"Order
",304-4199708-3638061,Product A,485.41
6/8/2024,"Order
",304-6586056-3659172,Product A,972.57
6/8/2024,"Order
",304-4791266-4195245,Product A,361.92
6/8/2024,"Order
",304-0742812-4370982,Product A,679.65
6/8/2024,"Order
",404-4657116-1391890,Product A,206.52
6/8/2024,"Order
",504-5841524-0399285,Product A,"1,025.58"
6/8/2024,"Order
",171-5296328-4013366,Product A,"1,067.46"
6/8/2024,"Order
",204-9503262-8657229,Product A,353.58
6/8/2024,"Order
",804-8437213-1517779,Product A,351.66
6/8/2024,"Refund
",704-1817712-8376419,Product A,-338.81
6/8/2024,"Order
",304-6187840-2697193,Product A,354.22
6/8/2024,"Order
",804-1305132-6236112,Product A,-93.22
6/8/2024,"Order
",404-7222768-5257810,Product A,301.15
6/8/2024,"Refund
",504-1879429-5193907,Product A,"-1,143.32"
6/8/2024,"Order
",604-2388631-7632781,Product A,"1,278.02"
6/8/2024,"Order
",304-6584161-7230827,Product A,771.29
6/8/2024,"Order
",604-0576668-5493321,Product A,504.98
6/8/2024,"Order
",704-1100317-3597966,Product A,"1,051.81"
6/8/2024,"Order
",804-9069352-0076091,Product A,340.86
6/8/2024,"Order
",204-1232560-2513133,Product A,"1,114.94"
6/8/2024,"Order
",304-6965572-1011065,Product A,206.52
6/8/2024,"Order
",704-1100317-3597966,Product A,"1,848.85"
6/8/2024,"Order
",804-3922420-4613904,Product A,233.14
6/8/2024,"Order
",704-3583272-3419429,Product A,204.2
6/8/2024,"Order
",804-6730539-1393366,Product A,984.27
6/8/2024,"Order
",704-4309787-7336759,Product A,680.42
6/8/2024,"Order
",504-2589773-9611476,Product A,815.72
6/8/2024,"Order
",704-8675095-1293314,Product A,289.97
6/8/2024,"Order
",804-8495913-2597572,Product A,936.64
6/8/2024,"Order
",604-7896531-8515878,Product A,684.11
6/8/2024,"Order
",804-5513975-8074564,Product A,806.09
6/8/2024,"Order
",804-2036924-5578338,Product A,226.82
6/8/2024,"Order
",804-8966654-0297791,Product A,366.92
6/8/2024,"Order
",804-5603833-7053266,Product A,-158.12
6/8/2024,"Order
",171-3131448-1499654,Product A,233.14
6/8/2024,"Order
",171-3441882-3172606,Product A,320.79
6/8/2024,"Order
",304-1156535-8534236,Product A,192.02
6/8/2024,"Order
",604-2496074-6138692,Product A,"1,437.65"
6/8/2024,"Order
",604-6207653-4699236,Product A,220.12
6/8/2024,"Order
",171-7070029-3619825,Product A,975.31
6/8/2024,"Order
",704-6031156-4255756,Product A,410.35
6/8/2024,"Order
",304-1939169-7032585,Product A,385.58
6/8/2024,"Order
",304-5356613-8117553,Product A,457.6
6/8/2024,"Order
",704-1095423-6395809,Product A,370.25
6/8/2024,"Order
",604-8808717-9295481,Product A,317.9
6/8/2024,"Order
",704-2492682-0076247,Product A,226.82
6/8/2024,"Order
",304-3976821-5491256,Product A,"1,051.81"
6/8/2024,"Order
",204-9902279-0211265,Product A,"1,985.88"
6/8/2024,"Order
",604-8264471-8530400,Product A,768.43
6/8/2024,"Order
",404-5141799-4295288,Product A,422.97
6/8/2024,"Order
",604-7773526-2359514,Product A,"1,848.85"
6/8/2024,"Order
",304-2360374-6076825,Product A,"1,915.51"
6/8/2024,"Order
",304-3111800-0672888,Product A,479.31
6/8/2024,"Order
",704-5423079-7115499,Product A,339.93
6/8/2024,"Order
",404-0453145-4632390,Product A,954.74
6/8/2024,"Order
",171-5602807-8578136,Product A,286.93
6/8/2024,"Order
",204-4202131-8630809,Product A,736.5
6/8/2024,"Order
",404-4979416-1332557,Product A,258.5
6/8/2024,"Order
",604-6425470-0159346,Product A,736.5
6/8/2024,"Order
",704-2644340-0697552,Product A,217.01
6/8/2024,"Order
",171-6421649-7217375,Product A,"1,100.94"
6/8/2024,"Order
",171-3125889-3130220,Product A,479.4
6/8/2024,"Order
",171-1702459-1195282,Product A,194.76
6/8/2024,"Order
",604-2934497-6217943,Product A,214.46
6/8/2024,"Order
",504-5388274-0172836,Product A,"1,699.91"
6/8/2024,"Order
",404-9112976-7474774,Product A,207.25
6/8/2024,"Order
",604-1322724-9078393,Product A,867.43
6/8/2024,"Order
",804-7284355-2276057,Product A,"1,003.74"
6/8/2024,"Order
",171-2561112-6017788,Product A,867.43
6/8/2024,"Order
",704-6672753-4630891,Product A,249.13
6/8/2024,"Order
",604-1185636-1076070,Product A,971.61
6/8/2024,"Order
",304-0498250-9638835,Product A,112.23
6/8/2024,"Order
",504-4963211-9159582,Product A,731.22
6/8/2024,"Order
",504-4963211-9159582,Product A,641.78
6/8/2024,"Order
",504-4963211-9159582,Product A,315.78
6/8/2024,"Order
",171-3267597-2091873,Product A,139.5
6/8/2024,"Order
",504-5026019-5451341,Product A,483.77
6/8/2024,"Order
",204-3929813-1476295,Product A,226.82
6/8/2024,"Order
",604-3680221-9299851,Product A,"1,086.33"
6/8/2024,"Order
",704-3345960-8213545,Product A,"1,342.23"
6/8/2024,"Order
",204-1215771-3015640,Product A,341.68
6/8/2024,"Order
",404-1041764-1151988,Product A,"1,065.55"
6/8/2024,"Order
",304-2928398-6597784,Product A,"2,551.40"
6/8/2024,"Order
",304-2928398-6597784,Product A,848.65
6/8/2024,"Order
",304-5726039-3193197,Product A,"2,049.45"
6/8/2024,"Order
",704-3550137-9417139,Product A,194.08
6/8/2024,"Order
",304-5854942-2330065,Product A,353.9
6/8/2024,"Order
",304-5854942-2330065,Product A,409.11
6/8/2024,"Order
",304-5854942-2330065,Product A,386.12
6/8/2024,"Order
",171-1864295-1576217,Product A,"1,195.11"
6/8/2024,"Order
",504-9876211-1378322,Product A,"1,026.29"
6/8/2024,"Order
",171-3812502-0432143,Product A,238.16
6/8/2024,"Order
",171-2864504-1132156,Product A,"1,379.15"
6/8/2024,"Order
",804-3348001-4072870,Product A,"3,399.07"
6/8/2024,"Order
",604-3769331-4670780,Product A,196.7
6/8/2024,"Order
",704-6775689-0074306,Product A,624.6
6/8/2024,"Order
",171-3593728-7632988,Product A,573.31
6/8/2024,"Order
",204-1215771-3015640,Product A,226.82
6/8/2024,"Order
",504-6418301-3032793,Product A,474.22
6/8/2024,"Order
",171-5890983-4474533,Product A,224.42
6/8/2024,"Order
",504-9110739-5495080,Product A,699.88
6/8/2024,"Order
",504-9110739-5495080,Product A,348.82
6/8/2024,"Order
",504-9110739-5495080,Product A,375.43
6/8/2024,"Order
",504-9110739-5495080,Product A,519.15
6/8/2024,"Order
",504-9110739-5495080,Product A,375.44
6/8/2024,"Order
",304-9884751-8030835,Product A,214.46
6/8/2024,"Order
",171-3543394-7193112,Product A,457.6
6/8/2024,"Order
",204-3689458-2213304,Product A,238.16
6/8/2024,"Order
",304-1897564-6030870,Product A,669.91
6/8/2024,"Order
",504-4476856-0197320,Product A,238.16
6/8/2024,"Order
",504-7872905-3370125,Product A,213.91
6/8/2024,"Order
",204-0086819-3559350,Product A,366.59
6/8/2024,"Order
",171-1840215-0138006,Product A,846.43
6/8/2024,"Order
",171-6911703-6393528,Product A,707.32
6/8/2024,"Order
",804-4555070-6013589,Product A,"1,498.60"
6/8/2024,"Order
",804-5744889-8551593,Product A,939.84
6/8/2024,"Order
",704-9923921-9293590,Product A,"1,974.02"
6/8/2024,"Order
",204-3794132-9232586,Product A,320.25
6/8/2024,"Order
",404-9511304-4272687,Product A,239.7
6/8/2024,"Order
",404-9811801-0174369,Product A,907.93
6/8/2024,"Order
",704-5960119-1234888,Product A,"1,092.03"
6/8/2024,"Order
",504-2242145-0515899,Product A,475.54
6/8/2024,"Order
",704-3963159-6115446,Product A,"2,322.98"
6/8/2024,"Order
",704-3963159-6115446,Product A,894.78
6/8/2024,"Order
",204-0947530-1613329,Product A,420.38
6/8/2024,"Order
",504-1650116-2378163,Product A,518.29
6/8/2024,"Order
",504-7393986-9517976,Product A,230.26
6/8/2024,"Order
",304-7164481-2351913,Product A,"1,381.61"
6/8/2024,"Order
",204-4673666-0693375,Product A,"1,574.22"
6/8/2024,"Order
",404-5456889-5395089,Product A,194.76
6/8/2024,"Refund
",304-8848713-6472644,Product A,-551.57
6/8/2024,"Order
",504-0063745-1717922,Product A,320.25
6/8/2024,"Order
",404-4324242-4670159,Product A,912.27
6/8/2024,"Order
",704-1579623-1270185,Product A,389.82
6/8/2024,"Order
",604-9894465-5315283,Product A,385.58
6/8/2024,"Order
",604-0576600-4195445,Product A,675.52
6/8/2024,"Order
",704-9199977-3517321,Product A,520.21
6/8/2024,"Order
",171-8909669-0136760,Product A,185.12
6/8/2024,"Order
",704-8552403-8555114,Product A,396.19
6/8/2024,"Refund
",404-6050426-6319851,Product A,-561.53
6/8/2024,"Order
",404-3664726-3411838,Product A,695.35
6/8/2024,"Order
",704-5690487-2376647,Product A,777.32
6/8/2024,"Order
",204-5101407-6359717,Product A,629.12
6/8/2024,"Order
",704-3885787-8072864,Product A,112.23
6/8/2024,"Order
",204-4559141-9499880,Product A,"1,359.48"
6/8/2024,"Order
",204-4559141-9499880,Product A,696.41
6/8/2024,"Order
",604-5009107-5455151,Product A,340.86
6/8/2024,"Order
",504-0930700-7351502,Product A,458.12
6/8/2024,"Order
",704-6468178-1513981,Product A,759.55
6/8/2024,"Order
",804-2040906-4413734,Product A,"1,025.53"
6/8/2024,"Order
",204-4089322-2455556,Product A,"1,860.50"
6/8/2024,"Order
",504-4769068-5215448,Product A,"1,547.40"
6/8/2024,"Order
",604-5535904-8599667,Product A,728.83
6/8/2024,"Order
",604-3015699-3011804,Product A,316.92
6/8/2024,"Order
",204-8336302-4191422,Product A,972.57
6/8/2024,"Refund
",604-6191739-8415426,Product A,-626.79
6/8/2024,"Order
",404-8043175-9593136,Product A,265.53
6/8/2024,"Order
",171-9057859-9595243,Product A,"1,759.18"
6/8/2024,"Order
",404-0680303-9315804,Product A,501.06
6/8/2024,"Order
",304-8407425-6238418,Product A,274.88
6/8/2024,"Order
",304-8407425-6238418,Product A,808.74
6/8/2024,"Refund
",604-6075593-5072869,Product A,-564.44
6/8/2024,"Order
",704-7263560-4117148,Product A,209.49
6/8/2024,"Order
",604-1403039-4415420,Product A,"1,381.61"
6/8/2024,"Order
",604-7930120-3557251,Product A,577.59
6/8/2024,"Order
",804-1277630-3030049,Product A,233.14
6/8/2024,"Order
",504-6175762-2013553,Product A,414.14
6/8/2024,"Order
",604-8094265-1076898,Product A,874.1
6/8/2024,"Order
",171-7101705-6513161,Product A,"1,034.54"
6/8/2024,"Order
",404-3365907-8097127,Product A,867.43
6/8/2024,"Order
",604-6820974-8136121,Product A,824.27
6/8/2024,"Refund
",304-6071333-1051327,Product A,-403.14
6/8/2024,"Order
",171-0121169-2570962,Product A,254.95
6/8/2024,"Order
",404-1926746-7297944,Product A,"1,439.14"
6/8/2024,"Order
",404-2870656-6417141,Product A,509.09
6/8/2024,"Order
",804-1787520-2099053,Product A,"1,377.80"
6/8/2024,"Order
",404-0140541-0651975,Product A,695.35
6/8/2024,"Order
",171-1709898-5470332,Product A,414.15
6/8/2024,"Order
",404-1853203-5176827,Product A,414.15
6/8/2024,"Order
",704-9718825-8072646,Product A,"1,141.69"
6/8/2024,"Service Fee
",,Cost of Advertising,"-3,532.48"
6/8/2024,"Order
",404-0695210-9530697,Product A,975.52
6/8/2024,"Order
",171-3694366-6276428,Product A,204.2
6/8/2024,"Refund
",204-1738238-6372085,Product A,-374.27
6/8/2024,"Order
",304-7052718-5478752,Product A,239.7
6/8/2024,"Order
",804-8187744-9078793,Product A,366.59
6/8/2024,"Refund
",604-7786909-1219254,Product A,-564.44
6/8/2024,"Order
",704-4049110-8693366,Product A,356.18
6/8/2024,"Refund
",704-8727983-2478121,Product A,-518.65
6/8/2024,"Order
",504-3313422-2111472,Product A,483.77
6/8/2024,"Order
",704-8260513-9555775,Product A,355.23
6/8/2024,"Refund
",404-9784379-1072446,Product A,-426.52
6/8/2024,"Order
",704-7145752-0030811,Product A,568.75
6/8/2024,"Order
",171-1714931-1632955,Product A,165.22
6/8/2024,"Order
",604-2236856-3030063,Product A,483.77
6/8/2024,"Order
",404-2200748-8593109,Product A,239.7
6/8/2024,"Order
",204-6799633-1336130,Product A,577.59
6/8/2024,"Order
",704-4478822-9151948,Product A,627.94
6/8/2024,"Service Fee
",,Cost of Advertising,"-2,570.67"
6/8/2024,"Order
",504-0257452-8291409,Product A,387.24
6/8/2024,"Order
",804-8664888-0059548,Product A,196.69
6/8/2024,"Adjustment
",704-8714274-0591096,FBA Inventory Reimbursement - Customer Service Issue,29.74
6/8/2024,"Order
",704-1603263-7138698,Product A,740.71
6/8/0202,"Order
",804-5427148-5174937,Product A,809.46
6/8/0202,"Refund
",204-3124869-4693550,Product A,-590.57
6/8/0202,"Adjustment
",704-0695258-5013711,FBA Inventory Reimbursement - Customer Return,29.5
6/8/0202,"Order
",404-8796458-9470141,Product A,483.77
6/8/0202,"Refund
",304-5481326-7193742,Product A,-564.44
6/8/0202,"Order
",804-3150084-0338436,Product A,975.52
6/8/0202,"Order
",804-1687938-0334691,Product A,366.59
6/8/0202,"Order
",804-3027511-3597902,Product A,452.63
6/8/0202,Fulfilment Fee Refund,504-1328114-1270104,Fulfillment Fee Refund,69.62
6/8/0202,"Refund
",204-4034409-1295453,Product A,-651.28
6/8/0202,"Order
",404-6046055-1597332,Product A,265.62
6/8/0202,"Order
",404-9041054-3376044,Product A,165.21
6/8/0202,"Order
",204-0992464-7634031,Product A,220.75
6/8/0202,"Refund
",504-1328114-1270104,Product A,-347.12
6/8/0202,"Order
",404-7478707-5017506,Product A,198.45
6/8/0202,"Service Fee
",,Cost of Advertising,"-2,435.69"
6/8/0202,"Order
",504-6132370-6015009,Product A,194.56
6/8/0202,"Order
",804-0156489-9053046,Product A,517.27
6/8/0202,"Order
",204-9614354-1691449,Product A,265.62
6/8/0202,"Refund
",404-1865916-5153637,Product A,-645.75
6/8/0202,"Refund
",504-5126101-9657479,Product A,-590.77
6/8/0202,"Order
",404-7959690-1570952,Product A,287.53
